,input,output
301,"Given the question ""How much will the woman pay for her room per night?"" and the answer ""$199."", write a conversation that might have happened.
","
M: Hello, Milton Hotel Reservations. How may I assist you?

W: Hi, I'm calling to make some changes to an existing reservation.

M: Certainly. Do you have the reservation number?

W: Sure, it's 219.

M: That's a reservation for Sally Menkel. Is that right?

W: Yes, that's right. I'd like to change the check-in date from September 15 to September 16.

M: Certainly. I can make that change for you. Is that the only change?

W: No, the check-out date will also change from the 23rd to the 24th.

M: No problem. We have you arriving on the 16th of September and leaving the 24th of September - altogether, eight nights. Will there be anything else?

W: Yes. Instead of a courtyard room, I'd like a room with a view, preferably on an upper floor.

M: I can certainly change that for you, but there will be a change in the room rate. The new rate is $199 per night, instead of the original $179.

W: That's OK. These are all the changes. Thank you very much.

M: You're welcome. Have a nice day!"
302,"Given the question ""Where are they talking?"" and the answer ""In a post office."", write a conversation that might have happened.
","
W: Can I have two 50-cent stamps?

M: Here you are."
303,"Given the question ""What do we learn from the conversation about the woman?"" and the answer ""She lacks confidence in herself."", write a conversation that might have happened.
","
M: The University is going to hold an interesting competition on computer programming. Many of my friends have signed up for it. How about you?

W: Do you think I could ever win anything if I took part in it?"
304,"Given the question ""What made the woman late?"" and the answer ""Car trouble."", write a conversation that might have happened.
","
M: Did you come to work on time?

W: No, I came late because my car had broke down on the way."
305,"Given the question ""What does the woman say about the girl?"" and the answer ""She can't be Lucy because Lucy is on holiday."", write a conversation that might have happened.
","
M: Do you know the girl over there, who is talking with Dr Smith?

W: She looks something like my colleague Lucy, but it can't be because Lucy is on holiday in France."
306,"Given the question ""What does the man mean?"" and the answer ""He means it is not easy at all to get tickets."", write a conversation that might have happened.
","
M: Let's try to get two seats near the stage.

W: Listen, we'll be lucky enough if we can get any tickets."
307,"Given the question ""What time is it?"" and the answer ""It is a little before 1:15."", write a conversation that might have happened.
","
W: Excuse me. Do you have the time?

M: Yes. It's 1:15, but my watch is a little bit fast."
308,"Given the question ""What does the man think people should know?"" and the answer ""Risks may exist when they chase high profits in a short time."", write a conversation that might have happened.
","
W: Some people are always after large, short-term profits. And they become victims of financial tricks.

M: Well, they should know that if something seems too good to be true, it probably is."
309,"Given the question ""What is the most probably relationship between the two speakers?"" and the answer ""Interviewer and interviewee."", write a conversation that might have happened.
","
W: Why are you interested in our company?

M: Your company is world-famous. So, I think there will be better chances for persona development.

W: You're right. Do you think you have the qualifications for this job?

M: Sure. My qualifications meet your job description.

W: But you have no experience for this job.

M: That's true. But I am eager to learn, and also quick at learning.

W: Since you need further training, are you familiar with training salary?

M: No. What is the monthly salary?

W: 800 yuan per month.

M: Do you mind if I give an answer tomorrow?

W: Not at all."
310,"Given the question ""Why is the man interested in the job?"" and the answer ""He wanted to have better chances for development."", write a conversation that might have happened.
","
W: Why are you interested in our company?

M: Your company is world-famous. So, I think there will be better chances for persona development.

W: You're right. Do you think you have the qualifications for this job?

M: Sure. My qualifications meet your job description.

W: But you have no experience for this job.

M: That's true. But I am eager to learn, and also quick at learning.

W: Since you need further training, are you familiar with training salary?

M: No. What is the monthly salary?

W: 800 yuan per month.

M: Do you mind if I give an answer tomorrow?

W: Not at all."
311,"Given the question ""Why is the man offered a training salary for a start?"" and the answer ""Because he has no work experience."", write a conversation that might have happened.
","
W: Why are you interested in our company?

M: Your company is world-famous. So, I think there will be better chances for persona development.

W: You're right. Do you think you have the qualifications for this job?

M: Sure. My qualifications meet your job description.

W: But you have no experience for this job.

M: That's true. But I am eager to learn, and also quick at learning.

W: Since you need further training, are you familiar with training salary?

M: No. What is the monthly salary?

W: 800 yuan per month.

M: Do you mind if I give an answer tomorrow?

W: Not at all."
312,"Given the question ""What subject does the woman think less difficult?"" and the answer ""Literature."", write a conversation that might have happened.
","
M: According to the report, about 90 percent of the students did quite well in history, but only 70 percent in literature.

W: Well. I still think that history is a little more complicated than literature."
313,"Given the question ""What does the man think of advertising on TV?"" and the answer ""It's necessary."", write a conversation that might have happened.
","
W: Advertising on TV will cost a lot of money than on newspaper.

M: But for a new product, such expenses are absolutely necessary."
314,"Given the question ""What did the woman do at lunchtime?"" and the answer ""She stayed at the classroom."", write a conversation that might have happened.
","
M: Hi, Susan, Where were you at lunch time?

W: Oh, sorry to miss you. But my thirst for knowledge was greater than my stomach for food.

M: I never have that problem. So where were you?

W: My science class ran over."
315,"Given the question ""What's the weather like?"" and the answer ""Cold."", write a conversation that might have happened.
","
W: I missed the weather report this morning. What did it say?

M: Cloudy, with a strong wind from the north. The highest temperature during the day will be two below zero. At night it will drop to ten below zero."
